표준코드	단축코드	한글종목명	한글종목약명	영문종목명	상장일	기초지수명	지수산출기관	추적배수	복제방법	기초시장분류	기초자산분류	상장좌수	운용사	CU수량	총보수	과세유형
KR7292340007	292340	DB 마이티 200커버드콜ATM레버리지증권상장지수투자신탁[주식-파생형]	마이티 200커버드콜ATM레버리지	DB Mighty KOSPI200 Covered Call ATM Leverage ETF	2018-03-20	코스피 200 커버드콜 ATM 지수	KRX	2X 레버리지 (2)	실물	국내	주식	600000	디비자산운용	100000	0.51	배당소득세(보유기간과세)
KR7159800002	159800	DB마이티K100증권상장지수투자신탁(주식)	마이티 코스피100	DB Mighty K100 ETF	2012-07-05	코스피 100	KRX	일반 (1)	실물	국내	주식	280000	디비자산운용	40000	0.39	비과세
KR7361580004	361580	KB KBSTAR 200 Total Return증권상장지수투자신탁(주식)	KBSTAR 200TR	KB KBSTAR 200 Total Return ETF	2020-08-21	코스피 200 TR	KRX	일반 (1)	실물	국내	주식	6150000	케이비자산운용	50000	0.012	배당소득세(보유기간과세)
KR7285000006	285000	KB KBSTAR 200IT증권상장지수투자신탁(주식)	KBSTAR 200IT	KB KBSTAR 200 Information Technology ETF	2017-12-08	코스피 200 정보기술	KRX	일반 (1)	실물	국내	주식	720000	케이비자산운용	20000	0.19	비과세
KR7287300008	287300	KB KBSTAR 200건설증권상장지수투자신탁(주식)	KBSTAR 200건설	KB KBSTAR 200 Constructions ETF	2017-12-22	코스피 200 건설	KRX	일반 (1)	실물	국내	주식	200000	케이비자산운용	20000	0.19	비과세
KR7287310007	287310	KB KBSTAR 200경기소비재증권상장지수투자신탁(주식)	KBSTAR 200경기소비재	KB KBSTAR 200 Consumer Discretionary ETF	2017-12-22	코스피 200 경기소비재	KRX	일반 (1)	실물	국내	주식	200000	케이비자산운용	20000	0.19	비과세
KR7290080001	290080	KB KBSTAR 200고배당커버드콜ATM증권상장지수투자신탁(주식-파생형)	KBSTAR 200고배당커버드콜ATM	KB KBSTAR 200 High Dividend Covered Call ATM ETF	2018-02-27	코스피 200 고배당커버드콜 ATM 지수(시장가격지수)	KRX	일반 (1)	실물	국내	주식	700000	케이비자산운용	50000	0.4	배당소득세(보유기간과세)
KR7284980000	284980	KB KBSTAR 200금융증권상장지수투자신탁(주식)	KBSTAR 200금융	KB KBSTAR 200 Financials ETF	2017-12-08	코스피 200 금융	KRX	일반 (1)	실물	국내	주식	320000	케이비자산운용	20000	0.19	비과세
KR7287320006	287320	KB KBSTAR 200산업재증권상장지수투자신탁(주식)	KBSTAR 200산업재	KB KBSTAR 200 Industrials ETF	2017-12-22	코스피 200 산업재	KRX	일반 (1)	실물	국내	주식	120000	케이비자산운용	20000	0.19	비과세
KR7287330005	287330	KB KBSTAR 200생활소비재증권상장지수투자신탁(주식)	KBSTAR 200생활소비재	KB KBSTAR 200 Consumer Staples ETF	2017-12-22	코스피 200 생활소비재	KRX	일반 (1)	실물	국내	주식	500000	케이비자산운용	20000	0.19	비과세
KR7252400007	252400	KB KBSTAR 200선물레버리지증권상장지수투자신탁(주식-파생형)	KBSTAR 200선물레버리지	KB KBSTAR 200 Futures Leverage ETF	2016-09-12	코스피 200 선물지수	KRX	2X 레버리지 (2)	실물	국내	주식	1100000	케이비자산운용	100000	0.6	배당소득세(보유기간과세)
KR7252420005	252420	KB KBSTAR 200선물인버스2X증권상장지수투자신탁(주식-파생형)	KBSTAR 200선물인버스2X	KB KBSTAR 200 Futures Inverse 2X ETF	2016-09-22	코스피 200 선물지수	KRX	2X 인버스 (-2)	실물	국내	주식	17400000	케이비자산운용	100000	0.6	배당소득세(보유기간과세)
KR7252410006	252410	KB KBSTAR 200선물인버스증권상장지수투자신탁(주식-파생형)	KBSTAR 200선물인버스	KB KBSTAR 200 Futures Inverse ETF	2016-09-12	코스피 200 선물지수	KRX	1X 인버스 (-1)	실물	국내	주식	4900000	케이비자산운용	100000	0.6	배당소득세(보유기간과세)
KR7284990009	284990	KB KBSTAR 200에너지화학증권상장지수투자신탁(주식)	KBSTAR 200에너지화학	KB KBSTAR 200 Energy & Chemicals ETF	2017-12-08	코스피 200 에너지/화학	KRX	일반 (1)	실물	국내	주식	360000	케이비자산운용	20000	0.19	비과세
KR7285010005	285010	KB KBSTAR 200중공업증권상장지수투자신탁(주식)	KBSTAR 200중공업	KB KBSTAR 200 Heavy Industries ETF	2017-12-08	코스피 200 중공업	KRX	일반 (1)	실물	국내	주식	540000	케이비자산운용	20000	0.19	비과세
KR7148020001	148020	KB KBSTAR 200증권상장지수투자신탁(주식)	KBSTAR 200	KB KBSTAR 200 Securities ETF(Equity)	2011-10-20	코스피 200	KRX	일반 (1)	실물	국내	주식	27900000	케이비자산운용	50000	0.017	비과세
KR7285020004	285020	KB KBSTAR 200철강소재증권상장지수투자신탁(주식)	KBSTAR 200철강소재	KB KBSTAR 200 Steels & Materials ETF	2017-12-08	코스피 200 철강/소재	KRX	일반 (1)	실물	국내	주식	280000	케이비자산운용	20000	0.19	비과세
KR7315480004	315480	KB KBSTAR 200커뮤니케이션서비스증권상장지수투자신탁(주식)	KBSTAR 200커뮤니케이션서비스	KB KBSTAR 200Communication Service ETF	2019-01-15	코스피 200 커뮤니케이션서비스	KRX	일반 (1)	실물	국내	주식	500000	케이비자산운용	20000	0.19	비과세
KR7105780001	105780	KB KBSTAR 5대그룹주증권상장지수투자신탁(주식)	KBSTAR 5대그룹주	KB KBSTAR Top5 Group ETF	2008-10-22	MKF 5대그룹주	FnGuide	일반 (1)	실물	국내	주식	1200000	케이비자산운용	200000	0.4	비과세
KR7290130004	290130	KB KBSTAR ESG사회책임투자증권상장지수투자신탁(주식)	KBSTAR ESG사회책임투자	KB KBSTAR ESG SRI ETF	2018-02-27	KRX ESG 사회책임경영지수(S)	KRX	일반 (1)	실물	국내	주식	24600000	케이비자산운용	50000	0.3	비과세
KR7368200002	368200	KB KBSTAR Fn K-뉴딜디지털플러스증권상장지수투자신탁(주식)	KBSTAR Fn K-뉴딜디지털플러스	KB KBSTAR Fn K-NewDeal Digital Plus ETF	2020-11-10	FnGuide K-뉴딜 디지털 플러스 지수	FnGuide	일반 (1)	실물	국내	주식	500000	케이비자산운용	50000	0.09	비과세
KR7367760006	367760	KB KBSTAR Fn5G테크증권상장지수투자신탁(주식)	KBSTAR Fn5G테크	KB KBSTAR Fn5G Tech ETF	2020-10-29	FnGuide 5G 테크 지수	FnGuide	일반 (1)	실물	국내	주식	9500000	케이비자산운용	50000	0.45	비과세
KR7367770005	367770	KB KBSTAR Fn수소경제테마증권상장지수투자신탁(주식)	KBSTAR Fn수소경제테마	KB KBSTAR Fn Hydrogen Economy ETF	2020-10-29	FnGuide 수소 경제 테마 지수	FnGuide	일반 (1)	실물	국내	주식	20850000	케이비자산운용	50000	0.45	비과세
KR7326240009	326240	KB KBSTAR IT플러스증권상장지수투자신탁(주식)	KBSTAR IT플러스	KB KBSTAR IT Plus ETF	2019-06-20	FnGuide IT플러스 지수	FnGuide	일반 (1)	실물	국내	주식	8080000	케이비자산운용	20000	0.4	비과세
KR7270800006	270800	KB KBSTAR KQ고배당증권상장지수투자신탁(주식)	KBSTAR KQ고배당	KB KBSTAR KQ High Dividend ETF	2017-07-07	FnGuide KQ고배당포커스 지수	FnGuide	일반 (1)	실물	국내	주식	800000	케이비자산운용	50000	0.3	비과세
KR7307010009	307010	KB KBSTAR KRX300레버리지증권상장지수투자신탁(주식-파생형)	KBSTAR KRX300레버리지	KB KBSTAR KRX300 Leverage ETF	2018-10-16	KRX 300	KRX	2X 레버리지 (2)	실물	국내	주식	700000	케이비자산운용	100000	0.55	배당소득세(보유기간과세)
KR7319870002	319870	KB KBSTAR KRX300미국달러선물혼합자산상장지수투자신탁(혼합-파생형)	KBSTAR KRX300미국달러선물혼합	KB KBSTAR KRX300 USD Futures Balanced ETF	2019-03-19	KRX 300 미국달러 선물혼합지수	KRX	일반 (1)	실물	국내	주식	700000	케이비자산운용	50000	0.3	배당소득세(보유기간과세)
KR7292050002	292050	KB KBSTAR KRX300증권상장지수투자신탁(주식)	KBSTAR KRX300	KB KBSTAR KRX300 ETF	2018-03-26	KRX 300	KRX	일반 (1)	실물	국내	주식	1200000	케이비자산운용	50000	0.05	비과세
KR7342600004	342600	KB KBSTAR KRX국채선물3년10년스티프너2X증권상장지수투자신탁(채권-파생형)	KBSTAR KRX국채선물3년10년스티프너2X	KB KBSTAR KRX 3Y10Y F-KTB Steepener 2X ETF	2019-12-19	국채선물 3년/10년 일드커브 스티프닝 지수(총수익지수)	KRX	2X 레버리지 (2)	실물	국내	채권	120000	케이비자산운용	20000	0.2	배당소득세(보유기간과세)
KR7342500006	342500	KB KBSTAR KRX국채선물3년10년스티프너증권상장지수투자신탁(채권-파생형)	KBSTAR KRX국채선물3년10년스티프너	KB KBSTAR KRX3Y10Y F-KTB Steepener ETF	2019-12-19	국채선물 3년/10년 일드커브 스티프닝 지수(총수익지수)	KRX	일반 (1)	실물	국내	채권	120000	케이비자산운용	2000	0.15	배당소득세(보유기간과세)
KR7342620002	342620	KB KBSTAR KRX국채선물3년10년플래트너2X증권상장지수투자신탁(채권-파생형)	KBSTAR KRX국채선물3년10년플래트너2X	KB KBSTAR KRX 3Y10Y F-KTB Flattener 2X ETF	2019-12-19	국채선물 3년/10년 일드커브 플래트닝 지수(총수익지수)	KRX	2X 레버리지 (2)	실물	국내	채권	120000	케이비자산운용	20000	0.2	배당소득세(보유기간과세)
KR7342610003	342610	KB KBSTAR KRX국채선물3년10년플래트너증권상장지수투자신탁(채권-파생형)	KBSTAR KRX국채선물3년10년플래트너	KB KBSTAR KRX 3Y10Y F-KTB Flattener ETF	2019-12-19	국채선물 3년/10년 일드커브 플래트닝 지수(총수익지수)	KRX	일반 (1)	실물	국내	채권	120000	케이비자산운용	2000	0.15	배당소득세(보유기간과세)
KR7234310001	234310	KB KBSTAR V&S셀렉트밸류증권상장지수투자신탁(주식)	KBSTAR V&S셀렉트밸류	KB KBSTAR V&S Select Value ETF	2016-02-02	FnGuide 셀렉트 밸류 지수	FnGuide	일반 (1)	실물	국내	주식	700000	케이비자산운용	100000	0.3	비과세
KR7241390004	241390	KB KBSTAR V&S셀렉트밸류채권혼합증권상장지수투자신탁(채권혼합)	KBSTAR V&S셀렉트밸류채권혼합	KB KBSTAR V&S Select Value Fixed Income Balanced	2016-04-12	FnGuide 셀렉트벨류 채권혼합지수	FnGuide	일반 (1)	실물	국내	혼합자산	1000000	케이비자산운용	200000	0.23	배당소득세(보유기간과세)
KR7300640000	300640	KB KBSTAR 게임테마증권상장지수투자신탁(주식)	KBSTAR 게임테마	KB KBSTAR Game Industry ETF	2018-07-24	WISE 게임 테마 지수 (시장가격지수)	WiseFn	일반 (1)	실물	국내	주식	800000	케이비자산운용	50000	0.3	비과세
KR7266160001	266160	KB KBSTAR 고배당증권상장지수투자신탁(주식)	KBSTAR 고배당	KB KBSTAR High Dividend ETF	2017-04-14	FnGuide 고배당포커스 지수	FnGuide	일반 (1)	실물	국내	주식	2100000	케이비자산운용	50000	0.2	비과세
KR7282000009	282000	KB KBSTAR 국고채3년선물인버스증권상장지수투자신탁(채권-파생형)	KBSTAR 국고채3년선물인버스	KB KBSTAR KTB 3Y Futurues Inverse ETF	2017-11-09	국채선물지수	KRX	1X 인버스 (-1)	실물	국내	채권	6535000	케이비자산운용	1000	0.07	배당소득세(보유기간과세)
KR7114100001	114100	KB KBSTAR 국고채3년증권상장지수투자신탁(채권)	KBSTAR 국고채3년	KB KBSTAR KTB ETF(Bond)	2009-07-29	KTB INDEX(시장가격)	KRX	일반 (1)	실물	국내	채권	270000	케이비자산운용	30000	0.115	배당소득세(보유기간과세)
KR7295020002	295020	KB KBSTAR 국채선물10년인버스증권상장지수투자신탁(채권-파생형)	KBSTAR 국채선물10년인버스	KB KBSTAR KTB 10Y Futures Inverse ETF	2018-05-11	10년국채선물지수	KRX	1X 인버스 (-1)	실물	국내	채권	84000	케이비자산운용	2000	0.07	배당소득세(보유기간과세)
KR7295000004	295000	KB KBSTAR 국채선물10년증권상장지수투자신탁(채권-파생형)	KBSTAR 국채선물10년	KB KBSTAR KTB 10Y Futures ETF	2018-05-11	10년국채선물지수	KRX	일반 (1)	실물	국내	채권	56000	케이비자산운용	2000	0.07	배당소득세(보유기간과세)
KR7276650009	276650	KB KBSTAR 글로벌4차산업IT증권상장지수투자신탁(주식-파생형)(합성 H)	KBSTAR 글로벌4차산업IT(합성 H)	KB KBSTAR Global 4th Industry Revolution IT ETF(SYNTH H)	2017-08-17	S&P Global 1200 Information Technology and Interactive Media & Services(PR)	S&P	일반 (1)	합성	국내&해외	주식	1250000	케이비자산운용	50000	0.4	배당소득세(보유기간과세)
KR7375270006	375270	KB KBSTAR 글로벌데이터센터리츠나스닥부동산상장지수투자신탁(파생형)(합성)	KBSTAR 글로벌데이터센터리츠나스닥(합성)	KB KBSTAR Global Data Center REITs Nasdaq ETF(SYNTH)	2021-01-14	Benchmark Data & Infrastructure Real Estate SCTR Net Total Return Index	NASDAQ	일반 (1)	합성	해외	부동산	800000	케이비자산운용	50000	0.4	배당소득세(보유기간과세)
KR7336160007	336160	KB KBSTAR 금융채액티브증권상장지수투자신탁(채권)	KBSTAR 금융채액티브	KB KBSTAR Financials Bond Active ETF	2019-10-29	KIS 종합채권금융채 2.5Y-3Y 지수 (총수익)	KIS 채권평가	일반 (1)	Active	국내	채권	590000	케이비자산운용	10000	0.07	배당소득세(보유기간과세)
KR7326230000	326230	KB KBSTAR 내수주플러스증권상장지수투자신탁(주식)	KBSTAR 내수주플러스	KB KBSTAR Domestic Consumption Plus ETF	2019-06-20	FnGuide 내수주플러스 지수	FnGuide	일반 (1)	실물	국내	주식	2200000	케이비자산운용	20000	0.4	비과세
KR7272560004	272560	KB KBSTAR 단기국공채액티브증권상장지수투자신탁(채권)	KBSTAR 단기국공채액티브	KB KBSTAR Short-term KTB Active ETF	2017-06-29	KIS 종합채권국공채3M~1.5Y지수	KIS 채권평가	일반 (1)	Active	국내	채권	1211000	케이비자산운용	1000	0.07	배당소득세(보유기간과세)
KR7196230007	196230	KB KBSTAR 단기통안채증권상장지수투자신탁(채권)	KBSTAR 단기통안채	KB KBSTAR Short-Term MSB ETF	2014-05-19	KIS 통안채 5개월 지수(총수익)	KIS 채권평가	일반 (1)	실물	국내	채권	2118000	케이비자산운용	1000	0.13	배당소득세(보유기간과세)
KR7315960005	315960	KB KBSTAR 대형고배당10Total Return증권상장지수투자신탁(주식)	KBSTAR 대형고배당10TR	KB KBSTAR Large Cap High Dividend10TR ETF	2019-01-22	WISE 대형고배당10 TR 지수	WiseFn	일반 (1)	실물	국내	주식	900000	케이비자산운용	50000	0.15	배당소득세(보유기간과세)
KR7252730007	252730	KB KBSTAR 모멘텀로우볼증권상장지수투자신탁(주식)	KBSTAR 모멘텀로우볼	KB KBSTAR Momentum LowVol ETF	2016-10-14	FnGuide 모멘텀&로우볼 지수	FnGuide	일반 (1)	실물	국내	주식	600000	케이비자산운용	50000	0.35	비과세
KR7252720008	252720	KB KBSTAR 모멘텀밸류증권상장지수투자신탁(주식)	KBSTAR 모멘텀밸류	KB KBSTAR Momentum Value ETF	2016-10-14	FnGuide 모멘텀&밸류 지수	FnGuide	일반 (1)	실물	국내	주식	250000	케이비자산운용	50000	0.35	비과세
KR7379780000	379780	KB KBSTAR 미국S&P500증권상장지수투자신탁(주식)	KBSTAR 미국S&P500	KB KBSTAR S&P500 ETF	2021-04-09	S&P 500	S&P	일반 (1)	실물	해외	주식	1500000	케이비자산운용	100000	0.021	배당소득세(보유기간과세)
KR7219390002	219390	KB KBSTAR 미국S&P원유생산기업증권상장지수투자신탁(주식-파생형)(합성 H)	KBSTAR 미국S&P원유생산기업(합성 H)	KB KBSTAR SYNTH-US Oil&Gas E&P Company ETF(H)	2015-06-02	S&P Oil & Gas Exploration & Production Select Industry Index(PR)	S&P	일반 (1)	합성	해외	주식	14750000	케이비자산운용	50000	0.25	배당소득세(보유기간과세)
KR7354240004	354240	KB KBSTAR 미국고정배당우선증권ICE TR증권상장지수투자신탁(주식혼합)	KBSTAR 미국고정배당우선증권ICE TR	KB KBSTAR U.S. Preferred Securities ICE TR ETF	2020-05-19	ICE BofAML Core Plus Fixed Rate Preferred Securities Index	ICE Data Indices, LLC	일반 (1)	실물	해외	혼합자산	850000	케이비자산운용	50000	0.5	배당소득세(보유기간과세)
KR7368590006	368590	KB KBSTAR 미국나스닥100증권상장지수투자신탁(주식)	KBSTAR 미국나스닥100	KB KBSTAR US NASDAQ100 ETF	2020-11-06	NASDAQ 100	NASDAQ	일반 (1)	실물	해외	주식	7000000	케이비자산운용	100000	0.021	배당소득세(보유기간과세)
KR7267490001	267490	KB KBSTAR 미국장기국채선물레버리지증권상장지수투자신탁(채권-파생형)(합성 H)	KBSTAR 미국장기국채선물레버리지(합성 H)	KB KBSTAR US Treasury Long Bond Futures Leverage ETF(Synth H)	2017-04-20	S&P U.S. Treasury Bond Futures Excess Return Index	S&P	2X 레버리지 (2)	합성	해외	채권	300000	케이비자산운용	50000	0.5	배당소득세(보유기간과세)
KR7267500007	267500	KB KBSTAR 미국장기국채선물인버스2X증권상장지수투자신탁(채권-파생형)(합성 H)	KBSTAR 미국장기국채선물인버스2X(합성 H)	KB KBSTAR US Treasury Long Bond Futures Inverse2X ETF(Synth H)	2017-04-20	S&P U.S. Treasury Bond Futures Excess Return Index	S&P	2X 인버스 (-2)	합성	해외	채권	300000	케이비자산운용	50000	0.5	배당소득세(보유기간과세)
KR7267450005	267450	KB KBSTAR 미국장기국채선물인버스증권상장지수투자신탁(채권-파생형)(H)	KBSTAR 미국장기국채선물인버스(H)	KB KBSTAR US Treasury Long Bond Futures Inverse ETF(H)	2017-04-20	S&P U.S. Treasury Bond Futures Excess Return Index	S&P	1X 인버스 (-1)	실물	해외	채권	500000	케이비자산운용	100000	0.4	배당소득세(보유기간과세)
KR7267440006	267440	KB KBSTAR 미국장기국채선물증권상장지수투자신탁(채권-파생형)(H)	KBSTAR 미국장기국채선물(H)	KB KBSTAR US Treasury Long Bond Futures ETF(H)	2017-04-20	S&P U.S. Treasury Bond Futures Excess Return Index	S&P	일반 (1)	실물	해외	채권	500000	케이비자산운용	100000	0.4	배당소득세(보유기간과세)
KR7140570003	140570	KB KBSTAR 수출주증권상장지수투자신탁(주식)	KBSTAR 수출주	KB KBSTAR Exporter Securities ETF(Equity)	2011-04-15	MKF 수출주 지수	FnGuide	일반 (1)	실물	국내	주식	400000	케이비자산운용	100000	0.4	비과세
KR7140580002	140580	KB KBSTAR 우량업종대표주증권상장지수투자신탁(주식)	KBSTAR 우량업종	KB KBSTAR Prime Industry Securities ETF(Equity)	2011-04-15	MKF 우량업종대표주 지수	FnGuide	일반 (1)	실물	국내	주식	300000	케이비자산운용	100000	0.4	비과세
KR7379790009	379790	KB KBSTAR 유로스탁스50증권상장지수투자신탁(주식)(H)	KBSTAR 유로스탁스50(H)	KB KBSTAR EURO STOXX 50(H) ETF	2021-04-09	EURO STOXX 50 Index	STOXX	일반 (1)	실물	해외	주식	850000	케이비자산운용	50000	0.021	배당소득세(보유기간과세)
KR7183710003	183710	KB KBSTAR 주식혼합증권상장지수투자신탁(주식혼합-파생형)	KBSTAR 주식혼합	KB KBSTAR Equity Balanced ETF	2013-10-17	주식국채혼합(주식형)지수	KRX	일반 (1)	실물	국내	혼합자산	250000	케이비자산운용	50000	0.25	배당소득세(보유기간과세)
KR7310080007	310080	KB KBSTAR 중국MSCI China증권상장지수투자신탁(주식-파생형)(H)	KBSTAR 중국MSCI China선물(H)	KB KBSTAR MSCI China Futures ETF(H)	2018-11-28	MSCI China NTR Index(USD) (Net Total Return)	MSCI	일반 (1)	실물	해외	주식	950000	케이비자산운용	50000	0.6	배당소득세(보유기간과세)
KR7174360008	174360	KB KBSTAR 중국본토대형주CSI100증권상장지수자투자신탁(주식)	KBSTAR 중국본토대형주CSI100	KB KBSTAR China Mainland CSI100 Feeder ETF	2013-06-04	CSI 100	CSI	일반 (1)	실물	해외	주식	3300000	케이비자산운용	100000	0.65	배당소득세(해외주식투자전용ETF)
KR7136340007	136340	KB KBSTAR 중기우량회사채증권상장지수투자신탁(채권)	KBSTAR 중기우량회사채	KB KBSTAR Credit Bond Securities ETF(Bond)	2011-04-15	KOBI 크레딧 지수(총수익)	KIS 채권평가	일반 (1)	실물	국내	채권	1150000	케이비자산운용	10000	0.07	배당소득세(보유기간과세)
KR7281990002	281990	KB KBSTAR 중소형고배당증권상장지수투자신탁(주식)	KBSTAR 중소형고배당	KB KBSTAR Mid Small Cap High Dividend ETF	2017-11-02	FnGuide 중소형고배당포커스 지수	FnGuide	일반 (1)	실물	국내	주식	550000	케이비자산운용	50000	0.3	비과세
KR7272570003	272570	KB KBSTAR 중장기국공채액티브증권상장지수투자신탁(채권)	KBSTAR 중장기국공채액티브	KB KBSTAR Mid-long Term KTB Active ETF	2017-06-29	KIS 종합채권국공채4~5Y지수	KIS 채권평가	일반 (1)	Active	국내	채권	422000	케이비자산운용	1000	0.07	배당소득세(보유기간과세)
KR7250730009	250730	KB KBSTAR 차이나HSCEI증권상장지수투자신탁(주식-파생형)(H)	KBSTAR 차이나HSCEI(H)	KB KBSTAR China HSCEI(H)	2016-08-10	Hang Seng China H	HangSeng	일반 (1)	실물	해외	주식	400000	케이비자산운용	100000	0.4	배당소득세(해외주식투자전용ETF)
KR7291680007	291680	KB KBSTAR 차이나H선물인버스증권상장지수투자신탁(주식-파생형)(H)	KBSTAR 차이나H선물인버스(H)	KB KBSTAR China H Futures Inverse ETF(H)	2018-03-23	Hang Seng China Enterprises Futures Index(Price Return)	HangSeng	1X 인버스 (-1)	실물	해외	주식	400000	케이비자산운용	50000	0.6	배당소득세(보유기간과세)
KR7371150004	371150	KB KBSTAR 차이나항셍테크증권상장지수투자신탁(주식)	KBSTAR 차이나항셍테크	KB KBSTAR China Hang Seng TECH ETF	2020-12-16	Hang Seng TECH Index	HangSeng	일반 (1)	실물	해외	주식	600000	케이비자산운용	50000	0.14	배당소득세(보유기간과세)
KR7183700004	183700	KB KBSTAR 채권혼합증권상장지수투자신탁(채권혼합-파생형)	KBSTAR 채권혼합	KB KBSTAR Fixed Income Balanced ETF	2013-10-17	주식국채혼합(채권형)지수	KRX	일반 (1)	실물	국내	혼합자산	240000	케이비자산운용	60000	0.2	배당소득세(보유기간과세)
KR7278240007	278240	KB KBSTAR 코스닥150선물레버리지증권상장지수투자신탁(주식-파생형)	KBSTAR 코스닥150선물레버리지	KB KBSTAR F-KOSDAQ150 Leverage ETF	2017-08-31	F-코스닥150 지수	KRX	2X 레버리지 (2)	실물	국내	주식	12330000	케이비자산운용	10000	0.6	배당소득세(보유기간과세)
KR7275750008	275750	KB KBSTAR 코스닥150선물인버스증권상장지수투자신탁(주식-파생형)	KBSTAR 코스닥150선물인버스	KB KBSTAR F-KOSDAQ150 Inverse ETF	2017-08-01	F-코스닥150 지수	KRX	1X 인버스 (-1)	실물	국내	주식	950000	케이비자산운용	50000	0.6	배당소득세(보유기간과세)
KR7270810005	270810	KB KBSTAR 코스닥150증권상장지수투자신탁(주식)	KBSTAR 코스닥150	KB KBSTAR KOSDAQ150 ETF	2017-06-16	코스닥 150	KRX	일반 (1)	실물	국내	주식	11860000	케이비자산운용	20000	0.18	비과세
KR7361590003	361590	KB KBSTAR 코스피ex200증권상장지수투자신탁(주식)	KBSTAR 코스피ex200	KB KBSTAR KOSPI ex-KOSPI200 ETF	2020-08-21	코스피200제외 코스피지수	KRX	일반 (1)	실물	국내	주식	1050000	케이비자산운용	50000	0.25	비과세
KR7302450002	302450	KB KBSTAR 코스피증권상장지수투자신탁(주식)	KBSTAR 코스피	KB KBSTAR KOSPI ETF	2018-07-24	코스피	KRX	일반 (1)	실물	국내	주식	5650000	케이비자산운용	50000	0.14	비과세
KR7334700002	334700	KB KBSTAR 팔라듐선물인버스특별자산상장지수투자신탁(파생형)(H)	KBSTAR 팔라듐선물인버스(H)	KB KBSTAR Palladium futures inverse ETF(H)	2019-09-24	S&P GSCI Palladium Excess Return Index	S&P	1X 인버스 (-1)	실물	해외	원자재	400000	케이비자산운용	50000	0.6	배당소득세(보유기간과세)
KR7334690005	334690	KB KBSTAR 팔라듐선물특별자산상장지수투자신탁(파생형)(H)	KBSTAR 팔라듐선물(H)	KB KBSTAR Palladium futures ETF(H)	2019-09-24	S&P GSCI Palladium Excess Return Index	S&P	일반 (1)	실물	해외	원자재	400000	케이비자산운용	50000	0.6	배당소득세(보유기간과세)
KR7253280002	253280	KB KBSTAR 헬스케어증권상장지수투자신탁(주식)	KBSTAR 헬스케어	KB KBSTAR HealthCare ETF	2016-09-23	FnGuide 헬스케어 지수	FnGuide	일반 (1)	실물	국내	주식	450000	케이비자산운용	50000	0.45	비과세
KR7253290001	253290	KB KBSTAR 헬스케어채권혼합증권상장지수투자신탁(채권혼합)	KBSTAR 헬스케어채권혼합	KB KBSTAR HealthCare Fixed Income Balanced ETF	2016-09-23	FnGuide 헬스케어 채권혼합 지수	FnGuide	일반 (1)	실물	국내	혼합자산	1000000	케이비자산운용	200000	0.35	배당소득세(보유기간과세)
KR7225130004	225130	KINDEX골드선물레버리지특별자산상장지수투자신탁(금-파생형)(합성 H)	KINDEX 골드선물 레버리지(합성 H)	KIM KINDEX Synth-Gold Futures Leverage ETF(H)	2015-07-28	S&P GSCI GOLD Index Excess Return	S&P	2X 레버리지 (2)	합성	해외	원자재	1400000	한국투자신탁운용	100000	0.49	배당소득세(보유기간과세)
KR7332930007	332930	NH-Amundi HANARO 200 Total Return증권상장지수투자신탁(주식)	HANARO 200TR	NH-Amundi HANARO 200TR ETF	2019-08-28	코스피 200 TR	KRX	일반 (1)	실물	국내	주식	3350000	엔에이치아문디자산운용	50000	0.07	배당소득세(보유기간과세)
KR7304780000	304780	NH-Amundi HANARO 200선물레버리지증권상장지수투자신탁[주식-파생형]	HANARO 200선물레버리지	NH-Amundi HANARO 200 Futures Leverage ETF	2018-08-14	코스피 200 선물지수	KRX	2X 레버리지 (2)	실물	국내	주식	1800000	엔에이치아문디자산운용	50000	0.45	배당소득세(보유기간과세)
KR7306520008	306520	NH-Amundi HANARO 200선물인버스증권상장지수투자신탁(주식-파생형)	HANARO 200선물인버스	NH-Amundi HANARO 200 Futures Inverse ETF	2018-09-18	코스피 200 선물지수	KRX	1X 인버스 (-1)	실물	국내	주식	7400000	엔에이치아문디자산운용	50000	0.45	배당소득세(보유기간과세)
KR7293180006	293180	NH-Amundi HANARO 200증권상장지수투자신탁[주식]	HANARO 200	NH-Amundi HANARO 200 ETF	2018-03-30	코스피 200	KRX	일반 (1)	실물	국내	주식	14100000	엔에이치아문디자산운용	50000	0.036	비과세
KR7368190005	368190	NH-Amundi HANARO Fn K-뉴딜디지털플러스증권상장지수투자신탁[주식]	HANARO Fn K-뉴딜디지털플러스	NH-Amundi HANARO K-NewDeal Digital Plus ETF	2020-11-10	FnGuide K-뉴딜 디지털 플러스 지수	FnGuide	일반 (1)	실물	국내	주식	8700000	엔에이치아문디자산운용	50000	0.45	비과세
KR7367740008	367740	NH-Amundi HANARO Fn5G산업증권상장지수투자신탁(주식)	HANARO Fn5G산업	NH-Amundi HANARO 5G Industry ETF	2020-10-29	FnGuide 5G 산업 지수	FnGuide	일반 (1)	실물	국내	주식	1950000	엔에이치아문디자산운용	50000	0.45	비과세
KR7381560002	381560	NH-Amundi HANARO Fn전기&수소차증권상장지수투자신탁(주식)	HANARO Fn전기&수소차	NH-Amundi HANARO Electric&Hydrogen Vehicle ETF	2021-04-02	FnGuide 전기&수소차 지수 (시장가격)	FnGuide	일반 (1)	실물	국내	주식	900000	엔에이치아문디자산운용	50000	0.45	비과세
